,Desc_P,Code_P,Desc_E,Code_E,Desc_F,Code_F
15395,  Citrus Infusion Herbatka owocowa 48 g (20 torebek),Herbata,Citrus Infusion Fruit Tea 48 g (20 bags),Tea,Infusion d&#39;agrumes thé aux fruits 48 g (20 sachets),thé
5169,Torcik piernikowy z nadzieniem owocowym ,Pozosta?e wyroby piekarskie,Gingerbread cake with fruit filling,Other bakery products,Gâteau de pain d&#39;épices fourré aux fruits,Autres produits de boulangerie
453,Ciastka belvita break mleko i zbo?e ,Pozosta?e wyroby piekarskie,Belvita cookies break milk and cereal,Other bakery products,Les biscuits Belvita rompent le lait et les céréales,Autres produits de boulangerie
6591,Celiko - Galaretka z agarem o smaku truskawkowym w proszku,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Celiko - Strawberry jelly with agar powder,Other food items not elsewhere classified,Celiko - Gelée de fraises à la poudre d&#39;agar,Autres produits alimentaires nca
2697,Mieszanka w?gierska-leczo Hortex ,Gotowe dania,Hortex Hungarian-treatment mix,Prepared dishes,Hortex mélange de traitement hongrois,Plats cuisinés
5014,Syrop victoria cymes blue curacao/490ml blue curacao,Soki owocowe i warzywne,Syrup victoria cymes blue curacao / 490ml blue curacao,Fruit and vegetable juices,Sirop de Victoria cymes bleu Curaçao / Curaçao bleu 490ml,Jus de fruits et de légumes
12351,Delecta Aromat do ciast cytrynowy 9 ml,"Sosy, przyprawy",Delecta Aroma for lemon cakes 9 ml,"Sauces, spices",Delecta Aroma pour gâteaux au citron 9 ml,"Sauces, Epices"
9370,    - Ocet spirytusowy 10%,"Sosy, przyprawy",- 10% spirit vinegar,"Sauces, spices",- 10% de vinaigre d&#39;alcool,"Sauces, Epices"
11959,Knorr Gor?cy Kubek Rosó? z kury z makaronem 12 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Knorr Hot Mug Chicken broth with noodles 12 g,Other food items not elsewhere classified,Knorr Hot Mug Bouillon de poulet aux nouilles 12 g,Autres produits alimentaires nca
7505,Helcom - Pomidory suszone nadziewane mas? serow? z serem fe...,Warzywa suszone i pozosta?e przetwory warzywne,Helcom - Dried tomatoes stuffed with cheese mass and cheese ...,Dried vegetables and other vegetable preserves,Helcom - Tomates séchées farcies au fromage en masse et au ...,Légumes secs et autres préparations à base de légumes
5507,?elki Haribo happy - cola,Wyroby cukiernicze,Haribo happy jelly beans - cola,Confectionery,Haribo Happy Jelly Beans - cola,Confiserie
3830,Posypka Dr.Oetker pere?ki,Wyroby cukiernicze,Cupcakes Dr. Oetker pearls,Confectionery,Cupcakes Dr. Oetker Perles,Confiserie
13230,Ozór wieprzowy,Mi?so wieprzowe,Pork tongue,Pork meat,Langue de porc,Viande de porc
14660,  ?mietanka kremowa UHT 30% 250 ml,Pozosta?e produkty mleczne,UHT 30% cream cream 250 ml,Other dairy products,UHT 30% 250 ml de crème,Autres produits laitiers
4485,Ser Tyl?ycki bio plastry ,Sery i twarogi,Tylycki cheese slices,Cheese and curd,Tranches de fromage Tyl?ycki,Fromage et caillé
3620,Pierogi serowo-borówkowe ,Gotowe dania,Blueberry cheese dumplings,Prepared dishes,Boulettes de fromage aux myrtilles,Plats cuisinés
13354,S?awa Kie?basa ?l?ska,W?dliny,S?awa Silesian sausage,meats,S?awa saucisse de Silésie,viandes
2182,Krokiety z pieczarkami i mozzarell? ,Pizza i inne pó?produkty m?czne,Croquettes with mushrooms and mozzarella,Pizza and other flour semi-finished products,Croquettes aux champignons et mozzarella,Pizza et autres produits à base de farine
2288,Lody Grycan Owoce le?ne,Lody,Grycan ice cream,Ice cream,Glace Grycan,crème glacée
8229,Krakus - Zupa ?urek,Pozosta?e produkty zbo?owe,Krakus - Sour soup,Other cereal products,Krakus - Soupe aigre,Autres produits céréaliers
11073,Vegeta Natur Przyprawa warzywna do potraw 300 g,"Sól, przyprawy korzenne i zio?a kulinarne",Vegeta Natur Vegetable seasoning for dishes 300 g,"Salt, spices and culinary herbs",Vegeta Natur assaisonnement de légumes pour plats 300 g,"Sel, épices et herbes culinaires"
8159,Kotanyi - Cynamon ca?y,"Sól, przyprawy korzenne i zio?a kulinarne",Kotanyi - Cinnamon whole,"Salt, spices and culinary herbs",Kotanyi - cannelle entière,"Sel, épices et herbes culinaires"
1067,Filety ?ledziowe w sosie tatarskim Lisner,Pozosta?e przetwory z ryb i owoców morza,Herring fillets in tartar sauce Lisner,Other preparations of fish and seafood,Filets de hareng à la sauce tartare Lisner,Autres préparations de poisson et de fruits de mer
8135,Konspol - ?ar?aki pol?dwica z kurczaka bez glutenu,W?dliny,Konspol - Gluttonous chicken sirloin without gluten,meats,Konspol - Surlonge de poulet glouton sans gluten,viandes
2108,Konfitura malinowa   i  ,"D?emy, marmolady i miód",Raspberry jam and,"Jams, marmalades and honey",Confiture de framboise et,"Confitures, marmelades et miel"
4167,Sa?atka niemiecka ,Warzywa suszone i pozosta?e przetwory warzywne,German Salad,Dried vegetables and other vegetable preserves,Salade Allemande,Légumes secs et autres préparations à base de légumes
11277,Hellmann's Ketchup pikantny 450 g,"Sosy, przyprawy",Hellmann&#39;s Spicy Ketchup 450 g,"Sauces, spices",Ketchup épicé de Hellmann 450 g,"Sauces, Epices"
1210,Grill kaszanka z cebulk? ,"Sól, przyprawy korzenne i zio?a kulinarne",Black pudding with onion,"Salt, spices and culinary herbs",Boudin noir à l&#39;oignon,"Sel, épices et herbes culinaires"
3952,Przyprawa Kotanyi tymianek otarty ,"Sól, przyprawy korzenne i zio?a kulinarne",Kotanyi spice thyme,"Salt, spices and culinary herbs",Kotanyi au thym aux épices,"Sel, épices et herbes culinaires"
4727,Sok jab?kowy z dodatkiem wi?ni   i  ,Soki owocowe i warzywne,Apple juice with the addition of cherry and,Fruit and vegetable juices,Jus de pomme avec addition de cerise et,Jus de fruits et de légumes
14374,Mlekpol Ma?lanka Mr?gowska wieloowocowa z owocami le?nymi 1 l,Pozosta?e produkty mleczne,Mlekpol Buttermilk Mr?gowska multifruit with forest fruits 1 l,Other dairy products,Mlekpol Buttermilk Mr?gowska multifruit aux fruits des bois 1 l,Autres produits laitiers
15506,Tchibo Family Kawa rozpuszczalna 200 g,Kawa,Tchibo Family Instant coffee 200 g,Coffee,Tchibo Family Café instantané 200 g,café
7083,Dr. Oetker - S?odka Chwila mleczny ry? jab?kowo-cynamonowy,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Dr. Oetker - Sweet Instant milk apple and cinnamon rice,Other food items not elsewhere classified,Dr. Oetker - Riz à la cannelle et aux pommes au lait Sweet Instant,Autres produits alimentaires nca
4505,Ser ?ó?ty z ziarnami ,Sery i twarogi,Yellow cheese with grains,Cheese and curd,Fromage jaune aux grains,Fromage et caillé
5642,Amylon - Budy? czekoladowy bezglutenowy,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Amylon - Gluten-free chocolate pudding,Other food items not elsewhere classified,Amylon - Pudding au chocolat sans gluten,Autres produits alimentaires nca
2569,Marchewka zasma?ana babcina Provitus ,Warzywa suszone i pozosta?e przetwory warzywne,Fried grandmother Provitus,Dried vegetables and other vegetable preserves,Grand-mère frite provitus,Légumes secs et autres préparations à base de légumes
4333,Ser Kanapkowy Smaczek ze szczypiorkiem,Sery i twarogi,Sandwich Cheese Taste with chives,Cheese and curd,Sandwich Cheese Goût à la ciboulette,Fromage et caillé
8556,MR - s?ynne mas?o ro?linne margaryna,Margaryna i inne t?uszcze ro?linne,MR - the famous margarine vegetable butter,Margarine and other vegetable fats,MR - le fameux beurre végétal à la margarine,Margarine et autres graisses végétales
3886,Przyprawa do ziemniaków ,"Sól, przyprawy korzenne i zio?a kulinarne",Potato spice,"Salt, spices and culinary herbs",Épice de pomme de terre,"Sel, épices et herbes culinaires"
6034,  - Sok pomidorowy 100%,Soki owocowe i warzywne,- Tomato juice 100%,Fruit and vegetable juices,- jus de tomate 100%,Jus de fruits et de légumes
13853,SuperFish ?oso? bez skóry w zalewie warzywnej 300 g,Pozosta?e przetwory z ryb i owoców morza,SuperFish Skinless salmon in vegetable marinade 300 g,Other preparations of fish and seafood,SuperFish Saumon sans peau dans une marinade de légumes 300 g,Autres préparations de poisson et de fruits de mer
3277,Oliwa Goya ,Oliwa z oliwek,Olive Goya,olive oil,Olive Goya,Huile d&#39;olive
14825,NaTurek Nasz Brie z zielonym pieprzem 125 g,Sery i twarogi,NaTurek Nasz Brie with green pepper 125 g,Cheese and curd,NaTurek Nasz Brie au poivre vert 125 g,Fromage et caillé
11827,  Barszcz czerwony 500 ml,Warzywa suszone i pozosta?e przetwory warzywne,Red borscht 500 ml,Dried vegetables and other vegetable preserves,Bortsch rouge 500 ml,Légumes secs et autres préparations à base de légumes
1713,Kasza manna bio ,M?ka i pozosta?e zbo?a,Organic semolina,Flour and other cereals,Semoule Bio,Farine et autres céréales
12408,  Galaretka o smaku agrestowym 2 x 75 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Gooseberry jelly 2 x 75 g,Other food items not elsewhere classified,Gelée de groseille 2 x 75 g,Autres produits alimentaires nca
7004,Dr. Oetker - Aromat ?mietankowy,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Dr. Oetker - Cream flavor,Other food items not elsewhere classified,Dr. Oetker - Saveur Crème,Autres produits alimentaires nca
9315,Pi?tnica - Serek ?mietankowy Twój Smak naturalny,Sery i twarogi,Pi?tnica - Cream cheese Your Natural taste,Cheese and curd,Pi?tnica - Fromage à la crème Votre goût naturel,Fromage et caillé
1169,Galaretka Zott cytrynowa,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Zott lemon jelly,Other food items not elsewhere classified,Gelée de citron Zott,Autres produits alimentaires nca
5644,Amylon - Kisiel wi?niowy,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Amylon - Cherry jelly,Other food items not elsewhere classified,Amylon - Gelée De Cerise,Autres produits alimentaires nca
3680,Pistacje pra?one solone   i   ,Owoce suszone i orzechy,Salted roasted pistachios and,Dried fruits and nuts,Pistaches rôties salées et,Fruits secs et noix
614,Czarna porzeczka w czekoladzie   i   ,Wyroby cukiernicze,Black currant in chocolate and,Confectionery,Cassis au chocolat et,Confiserie
1243,Guma Halls peppermint ,Wyroby cukiernicze,Rubber Halls peppermint,Confectionery,Menthe poivrée,Confiserie
15106,Delma Extra Margaryna o smaku mas?a 900 g,Margaryna i inne t?uszcze ro?linne,Delma Extra Margarine with butter flavor 900 g,Margarine and other vegetable fats,Delma Extra Margarine au goût de beurre 900 g,Margarine et autres graisses végétales
8676,Mediterranea - Makaron nitki domowe,Makarony i produkty makaronowe,Mediterranea - Pasta homemade threads,Pasta and pasta products,Mediterranea - Pasta Maison fils,Pâtes et macaronis
7743,Hortex - Warzywa na patelni? z zio?ami i papryk?,Gotowe dania,Hortex - Pan-fried vegetables with herbs and peppers,Prepared dishes,Hortex - Légumes poêlés aux herbes et poivrons,Plats cuisinés
10927,Kujawski Olej rzepakowy z pierwszego t?oczenia z pomidorami czosnkiem i bazyli? 250 ml,Pozosta?e oleje jadalne,Kujawski Extra virgin rapeseed oil with tomatoes garlic and basil 250 ml,Other edible oils,Huile de colza extra vierge Kujawski avec tomates ail et basilic 250 ml,Autres huiles comestibles
16629,  Polska kolendra w doniczce,Warzywa ?wie?e lub ch?odzone inne ni? ziemniaki lub pozosta?e warzywa bulwiaste,Polish coriander in a pot,"Fresh or chilled vegetables, other than potatoes or other tuber vegetables",Coriandre polonaise dans une casserole,Légumes frais ou réfrigérés autres que les pommes de terre ou autres tubercules
2890,Monte Drink napój czekolada ,Pozosta?e produkty mleczne,Monte Drink chocolate drink,Other dairy products,Monte Drink boisson au chocolat,Autres produits laitiers
1035,Filet z sardynek w sosie naturalnym ,Pozosta?e przetwory z ryb i owoców morza,Fillet of sardines in a natural sauce,Other preparations of fish and seafood,Filet de sardines à la sauce naturelle,Autres préparations de poisson et de fruits de mer
2309,Lody jak dawniej caffe latte ,Lody,Ice cream as formerly caffe latte,Ice cream,Crème glacée comme autrefois le café au lait,crème glacée
2263,Lody Carte d'or strawberry meringue ,Lody,Ice cream Carte d&#39;or strawberry meringue,Ice cream,Glace Carte d&#39;or à la fraise meringue,crème glacée
2407,Makaron Alce Nero razowy penne-rurki bio,Makarony i produkty makaronowe,Wholemeal Alce Nero pasta penne-tube bio,Pasta and pasta products,Tube de penne bio complet pour pâtes Alce Nero,Pâtes et macaronis
1490,Jajka ekologiczne M   i  ,Jaja,Organic eggs M and,eggs,Œufs biologiques M et,œufs
15709,"Na??czowianka Sport Naturalna woda mineralna niegazowana 0,75 l",Wody mineralne lub ?ródlane,Na??czowianka Sport Natural still mineral water 0.75 l,Mineral or spring waters,"Na??czowianka Sport Eau minérale plate naturelle 0,75 l",Eaux minérales ou sources
14795,Pi?tnica Twój Smak Serek ?mietankowy z czosnkiem 135 g,Sery i twarogi,Piatnica Twój Smak Cream cheese with garlic 135 g,Cheese and curd,Piatnica Twój Smak Fromage à la crème à l&#39;ail 135 g,Fromage et caillé
13425,Kaminiarz Boczek w?dzony delikatesowy,W?dliny,Kaminiarz delicatessen smoked bacon,meats,Lardons fumés Kaminiarz,viandes
14527,Bakoma Men Pro Jogurt o smaku naturalnym z wysok? zawarto?ci? bia?ka 230 g,Jogurt,Bakoma Men Pro Yogurt with a natural flavor and high protein content of 230 g,Yoghurt,Yaourt Bakoma Men Pro avec une saveur naturelle et une teneur élevée en protéines de 230 g,yaourt
3794,Pomidory Rolnik bez skórki,Warzywa suszone i pozosta?e przetwory warzywne,Farmer skinless tomatoes,Dried vegetables and other vegetable preserves,Tomates fermières sans peau,Légumes secs et autres préparations à base de légumes
15064,Maluta Solan Ser typu ba?ka?skiego 200 g,Sery i twarogi,Maluta Solan Balkan cheese 200 g,Cheese and curd,Maluta Solan Fromage des Balkans 200 g,Fromage et caillé
11280,Kamis Musztarda francuska 185 g,"Sosy, przyprawy",Kamis French mustard 185 g,"Sauces, spices",Kamis à la moutarde française 185 g,"Sauces, Epices"
12510,Delicje Szampa?skie Malinowe 294 g,Wyroby cukiernicze,Delicje Champagne Raspberry 294 g,Confectionery,Charcuterie Champagne Framboise 294 g,Confiserie
4118,Salami klasyczne chips ,W?dliny,Classic salami chips,meats,Chips de salami classique,viandes
15170,Kotlina Natury Jaja z chowu ?ció?kowego M 10 sztuk,Jaja,Kotlina Natury Barn eggs from M 10 pieces,eggs,Kotlina Natury Œufs de grange de M 10 pièces,œufs
9071,Nestle - P?atki Strawberry minis,P?atki ?niadaniowe,Nestle - Strawberry flakes minis,Breakfast cereals,Nestlé - Mini flocons de fraises,Céréales de petit déjeuner
16384,Pó?bagietka wieloziarnista 115 g,Pieczywo,Multigrain half baguette 115 g,Bread,Demi-baguette multigrains 115 g,pain
13708,Krakus Parówki z piersi kurczaka 200 g,W?dliny,Krakus frankfurters with chicken breast 200 g,meats,Krakus saucisses de Francfort avec poitrine de poulet 200 g,viandes
9006,"Nescafe - Kawa Espresso Intenso Dolce Gusto, palona, mielona",Kawa,"Nescafe - Espresso Intenso Dolce Gusto coffee, roasted, ground",Coffee,"Nescafé - Espresso Intenso Dolce Gusto café, torréfié, moulu",café
12491,Olza Prince Polo Classic Kruche wafelki z kremem kakaowym oblane czekolad? 28 x 18 g,Pozosta?e wyroby piekarskie,Olza Prince Polo Classic Crispy wafers with cocoa cream coated with chocolate 28 x 18 g,Other bakery products,Olza Prince Polo Classic Gaufrettes croustillantes à la crème de cacao enrobée de chocolat 28 x 18 g,Autres produits de boulangerie
164,Baton Rice-Quinoa Bar oblany mleczn? czekolad? ,Wyroby cukiernicze,Rice-Quinoa Bar covered with milk chocolate,Confectionery,Rice-Quinoa Bar recouvert de chocolat au lait,Confiserie
9263,Piekarnia Jutrzenka - Chleb baltonowski krojony,Pieczywo,Jutrzenka Bakery - Sliced Baltonowski Bread,Bread,Jutrzenka Bakery - Tranches de pain Baltonowski,pain
14072,  Krewetki bia?e blanszowane 31-40 sztuk/lb 800 g,Pozosta?e przetwory z ryb i owoców morza,Blanched white shrimps 31-40 pieces / lb 800 g,Other preparations of fish and seafood,Crevettes blanches blanchies 31-40 pièces / lb 800 g,Autres préparations de poisson et de fruits de mer
10716,Uncle Ben's Ry? z cytryn? i tymiankiem 250 g,Ry?,Uncle Ben&#39;s Rice with lemon and thyme 250 g,Rice,Uncle Ben&#39;s Riz au citron et au thym 250 g,riz
3919,Przyprawa Kamis Skrzyde?ka ogniste,"Sól, przyprawy korzenne i zio?a kulinarne",Kamis spice Flame wings,"Salt, spices and culinary herbs",Kamis spice ailes de flamme,"Sel, épices et herbes culinaires"
9905,Suempol - Norweski ?oso? w?dzony plasterkowany,"Ryby i owoce morza suszone, w?dzone lub solone",Suempol - Sliced Norwegian smoked salmon,"Dried, smoked or salted seafood and fish",Suempol - Tranches de saumon fumé norvégien,"Poisson et fruits de mer séchés, fumés ou salés"
12743,  Candy Carnival Sour Worms Kwa?ne ?elki o smaku owocowym 100 g,Wyroby cukiernicze,Candy Carnival Sour Worms Sour jelly beans with fruit flavor 100 g,Confectionery,Candy Carnival Sour Worms Fèves à la gelée acidulées à la saveur de fruits 100 g,Confiserie
3848,Praliny Raffaello ,Wyroby cukiernicze,Raffaello pralines,Confectionery,Pralinés Raffaello,Confiserie
14730,Pi?tnica Serek wiejski lekki 500 g,Sery i twarogi,Pi?tnica Light cottage cheese 500 g,Cheese and curd,Fromage cottage léger Pi?tnica 500 g,Fromage et caillé
4509,Serek Almette Fruit z wi?ni? i ?urawin? ,Sery i twarogi,Almette Fruit with cherry and cranberry,Cheese and curd,Fruit d&#39;Almette aux cerises et aux canneberges,Fromage et caillé
7527,Helio Natura - Popcorn do mikrofalówki,M?ka i pozosta?e zbo?a,Helio Natura - Microwave popcorn,Flour and other cereals,Helio Natura - Maïs soufflé au micro-ondes,Farine et autres céréales
8137,Koperek - p?czek,"Sól, przyprawy korzenne i zio?a kulinarne",Dill - a bunch,"Salt, spices and culinary herbs",Aneth - un tas,"Sel, épices et herbes culinaires"
12478,Winiary Galaretka z piank? smak mango 72 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Winiary Jelly with foam mango flavor 72 g,Other food items not elsewhere classified,Winiary Jelly à la mousse de mangue saveur 72 g,Autres produits alimentaires nca
14275,Manhattan Classic Lody czekoladowo-pomara?czowe 1400 ml,Lody,Manhattan Classic Chocolate and orange ice cream 1400 ml,Ice cream,Manhattan Classic Glace au chocolat et à l&#39;orange 1400 ml,crème glacée
2612,Mas?o ose?eczka górska mini ,Mas?o,Butter mini whetstone,Butter,Beurre mini pierre à aiguiser,beurre
12856,Charlotte Wi?nie z alkoholem w czekoladzie 190 g,Wyroby cukiernicze,Charlotte Cherries with alcohol in chocolate 190 g,Confectionery,Charlotte aux cerises avec alcool en chocolat 190 g,Confiserie
714,Czekolada mleczna cukrowe serduszka z marcepanem ,Czekolada,Milk chocolate sugar hearts with marzipan,Chocolate,Cœurs en sucre au chocolat au lait avec massepain,chocolat
538,Cirio oliwa extra vergine rustico. ,Oliwa z oliwek,Cirio olive extra vergine rustico.,olive oil,Cirio olive extra vergine rustico.,Huile d&#39;olive
1287,Herbata Big-Active pu-erh cytrynowa,Herbata,Big-Active pu-erh lemon tea,Tea,Thé au citron Pu-erh Big-Active,thé
12855,Wawel Krówka mleczna Pomadki mleczne 900 g,Wyroby cukiernicze,Wawel milk fudge Milk lipsticks 900 g,Confectionery,Fudge au lait Wawel Rouge à lèvres au lait 900 g,Confiserie
9294,Pi?tnica - Jogurt typu greckiego z brzoskwini? i marakuj? 0%,Jogurt,Pi?tnica - Greek type yogurt with peach and passion fruit 0%,Yoghurt,Pi?tnica - Yaourt à la grecque avec pêche et fruit de la passion 0%,yaourt
8023,Karczma Bukówka - Pierogi z kasz? i twarogiem,Gotowe dania,Karczma Bukówka - Dumplings filled with groats and cottage cheese,Prepared dishes,Karczma Bukówka - Dumplings aux gruaux et au fromage cottage,Plats cuisinés
5351,Wiórki kokosowe Kresto ,Owoce suszone i orzechy,Kresto coconut flakes,Dried fruits and nuts,Flocons de noix de coco Kresto,Fruits secs et noix
1424,Herbatniki krakuski paluszkki carmelio z mas? karemlow? ,Pozosta?e wyroby piekarskie,Carmelio breadcrumbs with caramel mass,Other bakery products,Carmelio chapelure à la masse de caramel,Autres produits de boulangerie
1536,Jogurt bio jagoda ,Jogurt,Organic Blueberry Yogurt,Yoghurt,Yaourt aux myrtilles bio,yaourt
9780,Schar - Wafel bezglutenowy z czekolad? i orzechami laskowy...,Wyroby cukiernicze,Schar - Gluten-free waffle with chocolate and hazelnuts ...,Confectionery,Schar - Gaufre sans gluten au chocolat et aux noisettes ...,Confiserie
15995,"Hortex Napój jab?ko brzoskwinia 1,75 l",Soki owocowe i warzywne,Hortex drink apple peach 1.75 l,Fruit and vegetable juices,"Boisson Hortex pêche à la pomme 1,75 l",Jus de fruits et de légumes
7504,Helcom - Oliwki zielone drylowane. Produkt pasteryzowany.,Warzywa suszone i pozosta?e przetwory warzywne,Helcom - Pitted green olives. Pasteurized product.,Dried vegetables and other vegetable preserves,Helcom - Olives vertes dénoyautées. Produit pasteurisé.,Légumes secs et autres préparations à base de légumes
14813,?aciaty Serek puszysty naturalny 150 g,Sery i twarogi,"Spotted cottage cheese, natural, 150 g",Cheese and curd,"Fromage cottage tacheté, naturel, 150 g",Fromage et caillé
7216,Figaro - Oliwki czarne drylowane,Warzywa suszone i pozosta?e przetwory warzywne,Figaro - Pitted black olives,Dried vegetables and other vegetable preserves,Figaro - Olives noires dénoyautées,Légumes secs et autres préparations à base de légumes
11559,Dawtona Fasola czerwona 400 g,Warzywa suszone i pozosta?e przetwory warzywne,Dawton&#39;s Red Beans 400 g,Dried vegetables and other vegetable preserves,Haricots rouges de Dawton 400 g,Légumes secs et autres préparations à base de légumes
15942,"Kubu? Waterrr Napój o smaku maliny 1,5 l",Soki owocowe i warzywne,Kubu? Waterrr Raspberry flavored drink 1.5 l,Fruit and vegetable juices,"Kubu? Waterrr Boisson aromatisée à la framboise 1,5 l",Jus de fruits et de légumes
7983,Kamis - Musztarda rosyjska,"Sosy, przyprawy",Kamis - Russian mustard,"Sauces, spices",Kamis - Moutarde Russe,"Sauces, Epices"
8481,Lisner - ?led? - Filety ?ledziowe w ?mietanie,Pozosta?e przetwory z ryb i owoców morza,Lisner - Herring - Herring fillets in cream,Other preparations of fish and seafood,Lisner - Hareng - Filets de hareng à la crème,Autres préparations de poisson et de fruits de mer
826,Danone ale Pitny Truskawka banan Napój jogurtowy 300 g ,Jogurt,Danone ale Potable Strawberry banana Yogurt drink 300 g,Yoghurt,Danone ale Boisson Yogourt à la banane et aux fraises potable 300 g,yaourt
16769,  Jagody goji suszone 100 g,Owoce suszone i orzechy,Dried goji berries 100 g,Dried fruits and nuts,Baies de goji séchées 100 g,Fruits secs et noix
10027,Tchibo - kapsu?ki Cafissimo Espresso Elegant Aroma,Kawa,Tchibo - Cafissimo Espresso Elegant Aroma capsules,Coffee,Tchibo - Capsules Cafissimo Espresso Elegant Aroma,café
852,Deser belriso winter ,Pozosta?e produkty mleczne,Belriso winter dessert,Other dairy products,Dessert d&#39;hiver Belriso,Autres produits laitiers
791,Daktyle bez pestek Bio Planet,Owoce suszone i orzechy,Seedless dates Bio Planet,Dried fruits and nuts,Dates sans pépins Bio Planet,Fruits secs et noix
2615,Mas?o Polskie czosnkowe ,Mas?o,Polish garlic butter,Butter,Beurre à l&#39;ail polonais,beurre
16379,Mini pizza z szynk? 75 g,Pizza i inne pó?produkty m?czne,Mini pizza with ham 75 g,Pizza and other flour semi-finished products,Mini pizza au jambon 75 g,Pizza et autres produits à base de farine
4030,Rodzynki Jutrzenka w czekoladzie mlecznej,Wyroby cukiernicze,Dawn raisins in milk chocolate,Confectionery,Raisins Dawn au chocolat au lait,Confiserie
253,Broku?y Hortex ,Warzywa mro?one inne ni? ziemniaki lub pozosta?e warzywa bulwiaste,Hortex broccoli,"Frozen vegetables, other than potatoes or other tuber vegetables",Brocoli à l&#39;hortex,Légumes congelés autres que les pommes de terre ou autres tubercules
16642,  Polskie pieczarki 250 g,Warzywa ?wie?e lub ch?odzone inne ni? ziemniaki lub pozosta?e warzywa bulwiaste,Polish mushrooms 250 g,"Fresh or chilled vegetables, other than potatoes or other tuber vegetables",Champignons polonais 250 g,Légumes frais ou réfrigérés autres que les pommes de terre ou autres tubercules
6151,Bakalland - Daktyle suszone,Owoce suszone i orzechy,Bakalland - Dried dates,Dried fruits and nuts,Bakalland - Dates séchées,Fruits secs et noix
14736,Mlekpol Gouda Ser porcjowany 250 g,Sery i twarogi,Mlekpol Gouda 250 g portioned cheese,Cheese and curd,Mlekpol Gouda 250 g de fromage en portions,Fromage et caillé
16344,  Chleb ?ytni owsiany 400 g,Pieczywo,Oat rye bread 400 g,Bread,Pain de seigle d&#39;avoine 400 g,pain
4690,Sok Cymes naturalnie m?tny jab?ka i ?urawina,Soki owocowe i warzywne,Cymes juice is naturally cloudy apples and cranberries,Fruit and vegetable juices,Le jus de Cymes est naturellement trouble avec des pommes et des canneberges,Jus de fruits et de légumes
16579,  Broku? i kalafior ró?yczki 500 g,Warzywa ?wie?e lub ch?odzone inne ni? ziemniaki lub pozosta?e warzywa bulwiaste,Broccoli and cauliflower rubella 500 g,"Fresh or chilled vegetables, other than potatoes or other tuber vegetables",Brocoli et rubéole de chou-fleur 500 g,Légumes frais ou réfrigérés autres que les pommes de terre ou autres tubercules
5087,Szynka w?oska speck felinese ,W?dliny,Speck Felinese Italian ham,meats,Speck Jambon Italien Felinese,viandes
107,Baton bananowo-jab?kowy hipp bio ,Wyroby cukiernicze,Banana-apple hipp bio bar,Confectionery,Barre bio banane-pomme hipp,Confiserie
2460,Makaron Lubella 5 jajeczny krajanka ,Makarony i produkty makaronowe,Pasta Lubella 5 egg slices,Pasta and pasta products,Pâtes Lubella 5 tranches d&#39;oeufs,Pâtes et macaronis
15541,"Nescafé 3in1 Brown Sugar Rozpuszczalny napój kawowy 165 g (10 x 16,5 g)",Kawa,Nescafé 3in1 Brown Sugar Soluble coffee drink 165 g (10 x 16.5 g),Coffee,"Boisson au café soluble au sucre brun 3 en 1 Nescafé 165 g (10 x 16,5 g)",café
11109,Prymat Ziele angielskie mielone 15 g,"Sól, przyprawy korzenne i zio?a kulinarne","Prymat Allspice, ground 15 g","Salt, spices and culinary herbs","Prymat Allspice, moulu 15 g","Sel, épices et herbes culinaires"
2600,Mas?o kozie trzy czwarte 60% t?uszczu ,Mas?o,Three-quarters goat butter 60% fat,Butter,Beurre de chèvre aux trois quarts 60% de matières grasses,beurre
10051,Thai Pride - P?dy bambusa - plastry,Warzywa suszone i pozosta?e przetwory warzywne,Thai Pride - Bamboo shoots - slices,Dried vegetables and other vegetable preserves,Thai Pride - Pousses de bambou - tranches,Légumes secs et autres préparations à base de légumes
14757,NaTurek Nasz Camembert z zielonym pieprzem Ser 120 g,Sery i twarogi,NaTurek Nasz Camembert with green pepper Cheese 120 g,Cheese and curd,NaTurek Nasz Camembert au Poivre Vert Fromage 120 g,Fromage et caillé
16330,Chleb z orkiszem 380 g,Pieczywo,Bread with spelled 380 g,Bread,Pain à l&#39;épeautre 380 g,pain
13114,  Pestki dyni pra?one solone 200 g,Owoce suszone i orzechy,Roasted and salted pumpkin seeds 200 g,Dried fruits and nuts,Graines de citrouille grillées et salées 200 g,Fruits secs et noix
16393,Bu?ka tarta Panko 200 g,Pieczywo,Panko breadcrumbs 200 g,Bread,Chapelure panko 200 g,pain
