,Desc_P,Code_P,Desc_E,Code_E,Desc_F,Code_F
6644,"Cisowianka - Cisowianka lekko gazowana 12 x 0,5L",Wody mineralne lub ?ródlane,Cisowianka - Cisowianka slightly carbonated 12 x 0.5L,Mineral or spring waters,Cisowianka - Cisowianka légèrement gazéifié 12 x 0.5L,Eaux minérales ou sources
15095,Ose?ka ?niadaniowa z ?ukowa T?uszcze do smarowania 270 g,Mas?o,Breakfast whetstone from ?uków. Spreadable fats 270 g,Butter,Pierre à aiguiser de ?uków. Gras tartinables 270 g,beurre
8949,Natco - Kmin rzymski mielony,"Sól, przyprawy korzenne i zio?a kulinarne",Natco - Ground Roman cumin,"Salt, spices and culinary herbs",Natco - Cumin romain moulu,"Sel, épices et herbes culinaires"
10204,Vitapress - Frozen - Napój gazowany o smaku winogronowym,Napoje orze?wiaj?ce,Vitapress - Frozen - Carbonated drink with grape flavor,Refreshing drinks,Vitapress - Frozen - Boisson gazéifiée au goût de raisin,Boissons rafraîchissantes
14354,Mlekovita Wypasione Mleko czekoladowe 200 ml,Pozosta?e produkty mleczne,Mlekovita Awesome chocolate milk 200 ml,Other dairy products,Lait au chocolat Mlekovita Awesome 200 ml,Autres produits laitiers
2615,Mas?o Polskie czosnkowe ,Mas?o,Polish garlic butter,Butter,Beurre à l&#39;ail polonais,beurre
10688,  Makaron 4 jajeczny spaghetti 500 g,Makarony i produkty makaronowe,Pasta 4 egg spaghetti 500 g,Pasta and pasta products,Pâtes 4 spaghettis aux œufs 500 g,Pâtes et macaronis
320,Cha?wa Wedel z orzechami,Wyroby cukiernicze,Halva Wedel with nuts,Confectionery,Halva Wedel aux noix,Confiserie
3133,Nektar Hortex bananowy,Soki owocowe i warzywne,Banana Hortex Nectar,Fruit and vegetable juices,Nectar de banane et d&#39;hortex,Jus de fruits et de légumes
7257,Fresh - Warzywa po królewsku mro?one,Warzywa mro?one inne ni? ziemniaki lub pozosta?e warzywa bulwiaste,Fresh - Royal frozen vegetables,"Frozen vegetables, other than potatoes or other tuber vegetables",Frais - Légumes Royaux surgelés,Légumes congelés autres que les pommes de terre ou autres tubercules
1874,Kawa Vergnano anticabottega ziarnista ,Kawa,Vergnano anticabottega coffee beans,Coffee,Grains de café Vergnano anticabottega,café
9598,Putka - Chleb magnat krojony,Pieczywo,Putka - Bread cut magnate,Bread,Putka - Magnat en pain coupé,pain
15485,Lavazza Qualità Oro Mielona kawa palona 250 g,Kawa,Lavazza Qualità Oro Ground roasted coffee 250 g,Coffee,Lavazza Qualità Oro Café moulu torréfié 250 g,café
13620,Tarczy?ski Kabanos Klasyczny serowy 200 g,W?dliny,Tarczy?ski Kabanos Classic cheese 200 g,meats,Tarczynski Kabanos Classique 200 g,viandes
5045,Szproty wedzone mk w oleju ,Pozosta?e przetwory z ryb i owoców morza,Smoked sprat mk in oil,Other preparations of fish and seafood,Sprat fumé mk dans l&#39;huile,Autres préparations de poisson et de fruits de mer
4249,Ser Chevrette Kozi Frico plastry ,Sery i twarogi,Chevrette Goat Frico cheese slices,Cheese and curd,Tranches de fromage Chevrette Goat Frico,Fromage et caillé
14512,  Jogurt do picia owoce le?ne 350 g,Jogurt,"Drinking yogurt, forest fruit 350 g",Yoghurt,"Yaourt à boire, fruit de la forêt 350 g",yaourt
12913,Tic Tac Dra?etki o smaku mi?towym 49 g,Wyroby cukiernicze,Tic Tac Mint flavored dragees 49 g,Confectionery,Dragées à la menthe et à la menthe 49 g,Confiserie
8345,Lajkonik - Paluszki s?one,Pozosta?e wyroby piekarskie,Lajkonik - Salty sticks,Other bakery products,Lajkonik - Bâtonnets salés,Autres produits de boulangerie
13679,Madej Wróbel Simply food... so good Schab pieczony 80 g,W?dliny,Madej Wróbel Simply food ... so good Roast pork 80 g,meats,Madej Wróbel Tout simplement de la nourriture ... tellement bon Rôti de porc 80 g,viandes
3462,Parówki delikatesowe ,W?dliny,Gourmet frankfurters,meats,Francfort Gourmet,viandes
11816,  Pieczarki ca?e w s?onej zalewie 280 g,Warzywa suszone i pozosta?e przetwory warzywne,Whole mushrooms in salty marinade 280 g,Dried vegetables and other vegetable preserves,Champignons entiers en marinade salée 280 g,Légumes secs et autres préparations à base de légumes
4972,Surówka z buraka-ogórkiewicz ,Warzywa suszone i pozosta?e przetwory warzywne,Beetroot-cucumber salad,Dried vegetables and other vegetable preserves,Salade betterave-concombre,Légumes secs et autres préparations à base de légumes
10237,Wasa - Pieczywo lekkie ?ytnie,Pozosta?e wyroby piekarskie,Wasa - Light rye bread,Other bakery products,Wasa - Pain de seigle léger,Autres produits de boulangerie
28,Almette mini z zio?ami 120g ,Sery i twarogi,Almette mini with herbs 120g,Cheese and curd,Almette mini aux herbes 120g,Fromage et caillé
9205,Pataks - Sos Mild Curry,"Sosy, przyprawy",Pataks - Mild Curry Sauce,"Sauces, spices",Pataks - Sauce Curry Douce,"Sauces, Epices"
5170,Torcik Wedlowski ,Pozosta?e wyroby piekarskie,Wedlowski cake,Other bakery products,Gâteau Wedlowski,Autres produits de boulangerie
7066,Dr. Oetker - Pizza Rigga z szynk?,Pizza i inne pó?produkty m?czne,Dr. Oetker - Pizza Rigga with ham,Pizza and other flour semi-finished products,Dr. Oetker - Pizza Rigga au jambon,Pizza et autres produits à base de farine
1218,Groszek konserwowy super soczysty ,Warzywa suszone i pozosta?e przetwory warzywne,Canned peas super juicy,Dried vegetables and other vegetable preserves,Pois en conserve super juteux,Légumes secs et autres préparations à base de légumes
7962,Kalarepa - sztuka,Warzywa ?wie?e lub ch?odzone inne ni? ziemniaki lub pozosta?e warzywa bulwiaste,Kohlrabi - art,"Fresh or chilled vegetables, other than potatoes or other tuber vegetables",Kohlrabi - art,Légumes frais ou réfrigérés autres que les pommes de terre ou autres tubercules
12258,Winiary Kisiel z cukrem malinowy smak 77 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Winiary Kisiel with sugar raspberry flavor 77 g,Other food items not elsewhere classified,Winiary Kisiel à la saveur de sucre de framboise 77 g,Autres produits alimentaires nca
16424,Donut Wedel 68 g,Pozosta?e wyroby piekarskie,Donut Wedel 68 g,Other bakery products,Beignet Wedel 68 g,Autres produits de boulangerie
9478,Prato Belli - Cantuccini con Cioccolat al Latte w?oskie ciastka ... czekolad?,Pozosta?e wyroby piekarskie,Prato Belli - Cantuccini con Cioccolat al Latte Italian pastries ... with chocolate,Other bakery products,Prato Belli - Cantuccini au Cioccolat al Latte Pâtisseries italiennes ... au chocolat,Autres produits de boulangerie
6736,Cromaris - Labraks ?wie?y patroszony MAP,Ryby ?wie?e lub ch?odzone,Cromaris - Seabass fresh gutted MAP,Fresh or chilled fish,Cromaris - Seabass frais éviscéré CARTE,Poisson frais ou réfrigéré
2437,Makaron fusillotte ,Makarony i produkty makaronowe,Fusillotte pasta,Pasta and pasta products,Fusillotte,Pâtes et macaronis
4934,Sól morska z morza ?ródziemnego du?y m?ynek ,"Sól, przyprawy korzenne i zio?a kulinarne",Mediterranean sea salt large grinder,"Salt, spices and culinary herbs",Grand moulin à sel de mer Méditerranée,"Sel, épices et herbes culinaires"
6780,D'aucy - Marchew junior,Warzywa mro?one inne ni? ziemniaki lub pozosta?e warzywa bulwiaste,D&#39;aucy - Junior carrots,"Frozen vegetables, other than potatoes or other tuber vegetables",D&#39;aucy - Carottes Junior,Légumes congelés autres que les pommes de terre ou autres tubercules
14216,Milka Mini Lody o smaku waniliowym z kawa?kami czekolady mlecznej w polewie 200 ml (8 x 25 ml),Lody,Milka Mini Vanilla ice cream with pieces of milk chocolate coated in 200 ml (8 x 25 ml),Ice cream,Crème glacée Milka Mini vanille avec des morceaux de chocolat au lait enrobés dans 200 ml (8 x 25 ml),crème glacée
7562,Herbapol - Syrop malina z dzik? ró??,Soki owocowe i warzywne,Herbapol - Raspberry syrup with wild rose,Fruit and vegetable juices,Herbapol - Sirop de Framboise à la Rose Sauvage,Jus de fruits et de légumes
9394,    - Ser ple?niowy Camembert naturalny,Sery i twarogi,#NAME?,Cheese and curd,#NAME?,Fromage et caillé
1106,Fix Knorr ?widerki z kie?bas? w sosie grzybowym ,"Sosy, przyprawy",Fix Knorr ?widerki with sausage in mushroom sauce,"Sauces, spices",Fix Knorr ?widerki avec saucisse à la sauce aux champignons,"Sauces, Epices"
11008,Prymat Koperek suszony 6 g,"Sól, przyprawy korzenne i zio?a kulinarne",Prymat Dried dill 6 g,"Salt, spices and culinary herbs",Prymat Aneth séché 6 g,"Sel, épices et herbes culinaires"
4571,Serek Tartare kraina Smaków cebulowe pole,Sery i twarogi,Tartare cheese land. Taste onion field,Cheese and curd,"Terre de tartare, goût du champ d&#39;oignon",Fromage et caillé
11303,Musztarda Kielecka sto?owa delikatesowa 190 g,"Sosy, przyprawy",Gourmet Kielecka Mustard 190 g,"Sauces, spices",Moutarde Kielecka Gourmet 190 g,"Sauces, Epices"
7882,Jab?ka - odmiana Red Jonaprince tacka 4szt.,Owoce ?wie?e lub ch?odzone,Apples - Red Jonaprince variety tray 4 pcs.,Fresh or chilled fruits,Pommes - Plateau de variétés Jonaprince rouge 4 pcs.,Fruits frais ou réfrigérés
13352,Balcerzak Szynka gotowana 100 g,W?dliny,Balcerzak Cooked ham 100 g,meats,Jambon cuit Balcerzak 100 g,viandes
17050,"Kompot aronia Almar 0,9l",Przetwory owocowe,Chokeberry Almar 0.9l,Fruit preserves,Aronia Almar 0.9l,Conserves de fruits
15727,Kropla Beskidu Naturalna woda mineralna gazowana 500 ml,Wody mineralne lub ?ródlane,Kropla Beskidu Natural sparkling mineral water 500 ml,Mineral or spring waters,Kropla Beskidu Eau minérale gazeuse naturelle 500 ml,Eaux minérales ou sources
1722,Kaszka Bobovita mleczno-ry?owa z bananami 2x230g ,?ywno?? dla dzieci,Bobovita milk-rice porridge with bananas 2x230g,Food for children,Bouillie de riz au lait Bobovita avec bananes 2x230g,Nourriture pour les enfants
10621,Hearty Food Co. Ry? d?ugoziarnisty 1 kg,Ry?,Hearty Food Co. 1 kg long grain rice,Rice,Nourriture copieuse 1 kg de riz à grain long,riz
1598,Jogurt naturalny primo ,Jogurt,Natural yogurt primo,Yoghurt,Yaourt naturel primo,yaourt
1686,Kardyna?ki kakaowo-orzechowe ,Pozosta?e wyroby piekarskie,Cocoa and nut cardinals,Other bakery products,Cardinaux de noix de cacao,Autres produits de boulangerie
13219,Podgardle wieprzowe bez skóry,Mi?so wieprzowe,Pork jowls without skin,Pork meat,Bocaux de porc sans peau,Viande de porc
10368,Zio?a ?wie?e - Kolendra flow pack,"Sól, przyprawy korzenne i zio?a kulinarne",Fresh herbs - Coriander flow pack,"Salt, spices and culinary herbs",Herbes fraîches - Flow Pack à la coriandre,"Sel, épices et herbes culinaires"
8145,Kopiko - Carmel Frappe,Kawa,Kopiko - Carmel Frappe,Coffee,Kopiko - Carmel Frappe,café
1801,Kawa mielona jacobs kronung ,Kawa,Ground coffee jacobs kronung,Coffee,Café moulu jacobs kronung,café
1589,Jogurt loveko wi?nia ,Jogurt,Yogurt loveko cherry,Yoghurt,Cerise yaourt loveko,yaourt
13774,?oso? w?dzony zawijaniec,"Ryby i owoce morza suszone, w?dzone lub solone",Smoked salmon roll,"Dried, smoked or salted seafood and fish",Rouleau de saumon fumé,"Poisson et fruits de mer séchés, fumés ou salés"
3338,Oliwki La Sevillana z Piri - Piri ,Warzywa suszone i pozosta?e przetwory warzywne,Olives La Sevillana with Piri - Piri,Dried vegetables and other vegetable preserves,Olives La Sevillana avec Piri - Piri,Légumes secs et autres préparations à base de légumes
8927,"MyFood - Raki mro?one, ca?e, gotowane",Owoce morza mro?one,"MyFood - Frozen crayfish, whole, cooked",Frozen seafood,MyFood - Ecrevisses congelées entières cuites,Fruits de mer congelés
15080,Bielmar Palma Margaryna 250 g,Margaryna i inne t?uszcze ro?linne,Bielmar Palma Margarine 250 g,Margarine and other vegetable fats,Bielmar Palma Margarine 250 g,Margarine et autres graisses végétales
8650,Marila - Kawa Cafe Crema ziarnista,Kawa,Marila - Coffee Cafe Crema grainy,Coffee,Marila - Café Café Crema grainé,café
507,Ciastka pasja kokosowa ,Pozosta?e wyroby piekarskie,Coconut passion cookies,Other bakery products,Biscuits de passion de noix de coco,Autres produits de boulangerie
6515,Brzoskwinia - koszyk 500 g,Owoce ?wie?e lub ch?odzone,Peach - basket 500 g,Fresh or chilled fruits,Pêche - panier 500 g,Fruits frais ou réfrigérés
7777,House of Asia - Sos ostrygowy,"Sosy, przyprawy",House of Asia - Oyster sauce,"Sauces, spices",Maison d&#39;Asie - Sauce Aux Huîtres,"Sauces, Epices"
8130,"Konspol - Kie?basa wiejska z kurczaka bez glutenu, bez lakto...",W?dliny,"Konspol - Rustic chicken sausage without gluten, without lacto ...",meats,"Konspol - Saucisse de poulet rustique sans gluten, sans lacto ...",viandes
13665,  Grill Kie?basa podwawelska,W?dliny,Barbecue Wawel sausage,meats,Saucisse Wawel Barbecue,viandes
17057,Makrela patroszona (300g-400g),Ryby ?wie?e lub ch?odzone,Gutted mackerel (300g-400g),Fresh or chilled fish,Maquereau vidé (300g-400g),Poisson frais ou réfrigéré
8583,Makar - Kukurydza pra?ona popcorn,Pozosta?e produkty zbo?owe,Makar - Popcorn popcorn,Other cereal products,Makar - Popcorn Popcorn,Autres produits céréaliers
13036,7 Days Bake Rolls Chrupki chlebowe o smaku pizzy 160 g,Pozosta?e wyroby piekarskie,7 Days Bake Rolls Crispy bread flavored pizza 160 g,Other bakery products,"Pizza au pain croustillant de 7 jours, 160 g",Autres produits de boulangerie
13713,Tarczy?ski Kabanos Extra z indyka z dodatkiem wieprzowiny 130 g,W?dliny,Tarczy?ski Kabanos Extra turkey with pork 130 g,meats,Tarczy?ski Kabanos Extra Dinde Au Porc 130 g,viandes
6657,"Cisowianka - Perlage Naturalna woda mineralna, wysokonasycona dwutlenkiem w?gla",Wody mineralne lub ?ródlane,"Cisowianka - Perlage Natural mineral water, highly saturated with carbon dioxide",Mineral or spring waters,Cisowianka - Perlage Eau minérale naturelle très saturée en dioxyde de carbone,Eaux minérales ou sources
12056,Winiary Zupa instant rosó? z kury z makaronem 12 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Winiary Instant chicken soup with noodles 12 g,Other food items not elsewhere classified,Winiary Soupe de poulet instantanée aux nouilles 12 g,Autres produits alimentaires nca
158,Baton Pawe?ek ?mietankowy,Wyroby cukiernicze,Pawe?ek cream bar,Confectionery,Crème Pawe?ek,Confiserie
9927,Sweetie Gold - S?odzik 1200 tabletek,Sztuczne substytuty cukru,Sweetie Gold - Sweetener 1200 tablets,Artificial sugar substitutes,Sweetie Gold - Édulcorant 1200 comprimés,Sucre artificiel
6586,Celiko - Frupp Liofilizowany baton wisniowy bezglutenowy,Owoce suszone i orzechy,Celiko - Frupp Freeze-dried gluten-free cherry bar,Dried fruits and nuts,Celiko - Barre de cerises sans gluten lyophilisée Frupp,Fruits secs et noix
12302,Dr. Oetker Soda oczyszczona 70 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Dr. Oetker Baking Soda 70 g,Other food items not elsewhere classified,Dr. Bicarbonate de soude Oetker 70 g,Autres produits alimentaires nca
4215,Ser ambrosi parmigiano reggiano ,Sery i twarogi,Ambrosi parmigiano reggiano cheese,Cheese and curd,Fromage Ambrosi Parmigiano Reggiano,Fromage et caillé
687,Czekolada milka alpenmilch ,Czekolada,Alpenmilch milk chocolate,Chocolate,Chocolat au lait Alpenmilch,chocolat
11013,  Ziele angielskie ca?e 15 g,"Sól, przyprawy korzenne i zio?a kulinarne",Allspice whole 15 g,"Salt, spices and culinary herbs",Tout piment entier 15 g,"Sel, épices et herbes culinaires"
15447,  Melissa Herbatka zio?owa 40 g (20 torebek),Herbata,Melissa Herbal Tea 40 g (20 bags),Tea,Mélisse Tisane 40 g (20 sachets),thé
15909,Hortex Sok 100% z delikatnym mi??szem z?ote jab?ka 1 l,Soki owocowe i warzywne,Hortex Juice 100% with delicate flesh golden apples 1 l,Fruit and vegetable juices,Jus Hortex 100% à chair délicate pommes dorées 1 l,Jus de fruits et de légumes
14542,  Jogurt waniliowy z kulkami czekoladowo-zbo?owymi 100 g + 7 g,Jogurt,Vanilla yogurt with chocolate and cereal balls 100 g + 7 g,Yoghurt,Yaourt vanille au chocolat et boulettes de céréales 100 g + 7 g,yaourt
480,Ciastka krakuski ?mietankowe ,Pozosta?e wyroby piekarskie,Creamy krakuski cookies,Other bakery products,Biscuits crémeux de krakuski,Autres produits de boulangerie
15182,Bifix Melisa Herbatka zio?owa 40 g (20 torebek),Herbata,Bifix Melissa Herbal Tea 40 g (20 bags),Tea,Bifix Melissa Tisane 40 g (20 sachets),thé
16895,Schabik ciel?cy bez ko?ci,Mi?so wo?owe i ciel?ce,Boneless veal loin,Beef and veal meat,Longe de veau désossée,Boeuf et veau
1975,Kie?basa Polska surowa d?ugodojrzewaj?ca,W?dliny,Polish long-ripening raw sausage,meats,Saucisson cru polonais à maturation longue,viandes
15530,Jacobs Crema Kawa ziarnista 1 kg,Kawa,Jacobs Crema Coffee beans 1 kg,Coffee,Jacobs Crema Café en grains 1 kg,café
4835,Sos holenderski Knorr ,"Sosy, przyprawy",Knorr Hollandaise Sauce,"Sauces, spices",Sauce Hollandaise Knorr,"Sauces, Epices"
13952,Hortex Marchewka z groszkiem 450 g,Warzywa mro?one inne ni? ziemniaki lub pozosta?e warzywa bulwiaste,Hortex Carrot with peas 450 g,"Frozen vegetables, other than potatoes or other tuber vegetables",Hortex Carotte aux petits pois 450 g,Légumes congelés autres que les pommes de terre ou autres tubercules
1184,Golonka Wieprzowa Krakus ,Pozosta?e przetwory mi?sne,Krakus pork knuckle,Other meat preparations,Jarret de porc Krakus,Autres préparations de viande
14954,"Lactima Ser topiony w plasterkach Gouda 130 g (8 x 16,25 g)",Sery i twarogi,"Lactima Processed cheese, sliced Gouda 130 g (8 x 16.25 g)",Cheese and curd,"Lactima Fromage Fondu, Gouda Tranché 130 g (8 x 16,25 g)",Fromage et caillé
7487,Heidi - Intense 75% czekolada gorzka,Czekolada,Heidi - Intense 75% dark chocolate,Chocolate,Heidi - Chocolat noir intense à 75%,chocolat
1209,Granola Sante owocowa,P?atki ?niadaniowe,Fruit Granola Sante,Breakfast cereals,Fruit Granola Santé,Céréales de petit déjeuner
12847,Tic Tac Dra?etki o smaku truskawki 18 g,Wyroby cukiernicze,"Tic Tac Dragees, flavored with strawberries 18 g",Confectionery,"Tic Tac Dragées, aromatisées à la fraise 18 g",Confiserie
5084,Szynka w czosnku ,W?dliny,Ham in garlic,meats,Jambon à l&#39;ail,viandes
3325,Oliwki greckie z tzatzikami w oleju Midas,Warzywa suszone i pozosta?e przetwory warzywne,Greek olives with tzatziki in Midas oil,Dried vegetables and other vegetable preserves,Olives grecques avec tzatziki à l&#39;huile de Midas,Légumes secs et autres préparations à base de légumes
2001,Kie?basa ?ywiecka Ekstra ,W?dliny,Extra-?ywiecka Sausage,meats,Saucisse Extra-ywiecka,viandes
4775,"Sok Vitaminka 100% marchew, jab?ko, brzoskwinia",Soki owocowe i warzywne,"Vitaminka juice 100% carrot, apple, peach",Fruit and vegetable juices,"Jus de Vitaminka 100% carotte, pomme, pêche",Jus de fruits et de légumes
14305,Zielona Budka Lody pistacjowe 1000 ml,Lody,Green Shed Pistachio ice cream 1000 ml,Ice cream,Green stand glace à la pistache 1000 ml,crème glacée
14573,Danone Gratka Deser mleczny o smaku truskawkowym 65 g,Jogurt,Danone Gratka Milk dessert with strawberry flavor 65 g,Yoghurt,Danone Gratka Dessert au lait à la fraise 65 g,yaourt
17064,Halibut czarny bez g?owy patroszony mro?ony,Ryby mro?one,Headless frozen black halibut,Frozen fish,"Flétan à tête noire, congelé, tiré",Poisson congelé
5693,Artur - Krakersy solone,Pozosta?e wyroby piekarskie,Artur - Salted crackers,Other bakery products,Artur - Craquelins salés,Autres produits de boulangerie
13282,Kaczka faszerowana jab?kami,Pozosta?e przetwory mi?sne,Duck stuffed with apples,Other meat preparations,Canard farci aux pommes,Autres préparations de viande
11626,?oso? Ustka Paprykarz szczeci?ski 170 g,Pozosta?e przetwory z ryb i owoców morza,Salmon Ustka Paprika Szczecin 170 g,Other preparations of fish and seafood,Ustka Paprika Szczecin au saumon 170 g,Autres préparations de poisson et de fruits de mer
416,Chrzan bieszczadzki mocny Spi?arnia,Warzywa suszone i pozosta?e przetwory warzywne,Horseradish Bieszczady strong Pantry,Dried vegetables and other vegetable preserves,Raifort Bieszczady fort Pantry,Légumes secs et autres préparations à base de légumes
3788,Pomidory Metelliana ,Warzywa suszone i pozosta?e przetwory warzywne,Metelliana tomatoes,Dried vegetables and other vegetable preserves,Tomates Metelliana,Légumes secs et autres préparations à base de légumes
4188,Sa?atka wenecka Kuchnia Polki ,Warzywa suszone i pozosta?e przetwory warzywne,Venetian salad. Polish cuisine,Dried vegetables and other vegetable preserves,Salade Vénitienne Cuisine Polonaise,Légumes secs et autres préparations à base de légumes
7412,Graal - Byczki w pomidorach,Pozosta?e przetwory z ryb i owoców morza,Grail - Bulls in tomatoes,Other preparations of fish and seafood,Graal - Taureaux à la tomate,Autres préparations de poisson et de fruits de mer
13955,Hortex Fasolka szparagowa ?ó?ta 450 g,Warzywa mro?one inne ni? ziemniaki lub pozosta?e warzywa bulwiaste,Hortex Yellow String Beans 450 g,"Frozen vegetables, other than potatoes or other tuber vegetables",Haricots jaunes Hortex 450 g,Légumes congelés autres que les pommes de terre ou autres tubercules
2103,Konfitura ?owicz czarna porzeczka,"D?emy, marmolady i miód",Jam ?owicz black currant,"Jams, marmalades and honey",Confiture ?owicz cassis,"Confitures, marmelades et miel"
11180,Prymat Przyprawa grill pikantny 20 g,"Sól, przyprawy korzenne i zio?a kulinarne",Prymat Spice grill spicy 20 g,"Salt, spices and culinary herbs",Prymat Spice Grill épicé 20 g,"Sel, épices et herbes culinaires"
46,Apetina Serek Kremowy Pesto i Rukola ,Sery i twarogi,Apetina Cream Cheese Pesto and Arugula,Cheese and curd,Pesto au fromage à la crème Apetina et roquette,Fromage et caillé
12321,Dr. Oetker ?elatyna-fix deserowa 60 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Dr. Oetker Gelatin-fix dessert 60 g,Other food items not elsewhere classified,Dr. Oetker Dessert Gélatine Fix 60 g,Autres produits alimentaires nca
11569,Dawtona Koncentrat pomidorowy 30% 360 g,Warzywa suszone i pozosta?e przetwory warzywne,Dawton&#39;s Tomato paste 30% 360 g,Dried vegetables and other vegetable preserves,Pâte de Tomate de Dawton 30% 360 g,Légumes secs et autres préparations à base de légumes
916,Dorsz po grecku Sol Fish ,Pozosta?e przetwory z ryb i owoców morza,Greek cod for Sol Fish,Other preparations of fish and seafood,Morue grecque pour Sol Fish,Autres préparations de poisson et de fruits de mer
11291,  Chrzan tarty 170 g,"Sosy, przyprawy",Grated horseradish 170 g,"Sauces, spices",Raifort râpé 170 g,"Sauces, Epices"
14744,Mlekpol Ser Salami w plastrach,Sery i twarogi,Mlekpol Salami cheese slices,Cheese and curd,Tranches de fromage salami Mlekpol,Fromage et caillé
2208,Lasagne bolognese Frosta ,Makarony i produkty makaronowe,Lasagne bolognese Frosta,Pasta and pasta products,Lasagne à la bolognaise Frosta,Pâtes et macaronis
14660,  ?mietanka kremowa UHT 30% 250 ml,Pozosta?e produkty mleczne,UHT 30% cream cream 250 ml,Other dairy products,UHT 30% 250 ml de crème,Autres produits laitiers
16171,"Lipton Ice Tea Green Lime &amp; Mint Napój niegazowany 1,5 l",Napoje orze?wiaj?ce,Lipton Ice Tea Green Lime &amp; Mint Non-carbonated drink 1.5 l,Refreshing drinks,"Lipton Ice Tea Vert citron vert et menthe Boisson non gazeuse 1,5 l",Boissons rafraîchissantes
8889,Morliny - Kie?basa Krakowska Sucha plastry,W?dliny,Morliny - Krakowska Sausage Dry slices,meats,Morliny - Saucisse de Krakowska Tranches sèches,viandes
2115,Konfitura St.dalfour ?urawina z Jagod?,"D?emy, marmolady i miód",Jam St.dalfour cranberry with blueberry,"Jams, marmalades and honey",Confiture de canneberges St.dalfour à la myrtille,"Confitures, marmelades et miel"
2571,Maretti chlebowe pizza ,Pozosta?e wyroby piekarskie,Maretti bread pizza,Other bakery products,Pizza au pain Maretti,Autres produits de boulangerie
16184,"Lipton Ice Tea Green Matcha ginger &amp; lemongrass Napój niegazowany 1,5 l",Napoje orze?wiaj?ce,Lipton Ice Tea Green Matcha ginger &amp; lemongrass Non-carbonated drink 1.5 l,Refreshing drinks,"Lipton Ice Tea Green Matcha Gingembre &amp; Citronnelle Boisson non gazeuse 1,5 l",Boissons rafraîchissantes
16692,  Finest Mieszanka orzechów w?dzonych solonych 225 g,Owoce suszone i orzechy,Finest Salted smoked nut mix 225 g,Dried fruits and nuts,Mélange de noix fumées et salées les plus fines 225 g,Fruits secs et noix
16431,  Tost ma?lany 500 g,Pozosta?e wyroby piekarskie,Buttered toast 500 g,Other bakery products,Pain grillé au beurre 500 g,Autres produits de boulangerie
7819,Incola - ?wie?y chleb z ziarnami,Pieczywo,Incola - Fresh bread with grains,Bread,Incola - Pain frais aux grains,pain
29,Amarantus bio   i  ,M?ka i pozosta?e zbo?a,Amarantus bio and,Flour and other cereals,Amarantus bio et,Farine et autres céréales
9576,Puchatek - Napój kakaowy instant,Kakao i czekolada w proszku,Pooh - Instant cocoa drink,Cocoa and chocolate powder,Winnie l&#39;Ourson - Boisson instantanée au cacao,Cacao et chocolat en poudre
5146,?mietanka polska 30% ,Pozosta?e produkty mleczne,Polish cream 30%,Other dairy products,Crème Polonaise 30%,Autres produits laitiers
6362,Blue Dragon - Sos do sma?enia Teriyaki,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Blue Dragon - Teriyaki frying sauce,Other food items not elsewhere classified,Blue Dragon - sauce à frire Teriyaki,Autres produits alimentaires nca
13313,Tarczy?ski Parówki z szynki 220 g (2 x 110 g),W?dliny,Tarczy?ski Ham sausages 220 g (2 x 110 g),meats,Saucisses au jambon Tarczy?ski 220 g (2 x 110 g),viandes
14806,Krasnystaw Serek wiejski lekki 150 g,Sery i twarogi,Krasnystaw Light cottage cheese 150 g,Cheese and curd,Fromage cottage léger de Krasnystaw 150 g,Fromage et caillé
10282,Winiary - Budy? waniliowy,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Winiary - Vanilla pudding,Other food items not elsewhere classified,Winiary - Pudding à la vanille,Autres produits alimentaires nca
2515,Makaron primo gusto tagliatelle Tagliatelle,Makarony i produkty makaronowe,Tagliatelle Tagliatelle primo pasta,Pasta and pasta products,Tagliatelle Tagliatelle primo,Pâtes et macaronis
7636,HiPP - Obiadek Zupka warzywna delikatny krem,?ywno?? dla dzieci,HiPP - Dinner Vegetable soup a delicate cream,Food for children,HiPP - Dîner Soupe de légumes une crème délicate,Nourriture pour les enfants
8559,Magna Olea - Ekstra oliwa z oliwek z pierwszego t?oczenia.,Oliwa z oliwek,Magna Olea - Extra virgin olive oil.,olive oil,Magna Olea - Huile d&#39;olive extra vierge.,Huile d&#39;olive
12644,E. Wedel Ptasie Mleczko cytrynowe 380 g,Wyroby cukiernicze,E. Wedel Bird Lemon Lotion 380 g,Confectionery,E. Wedel Bird Lemon Lotion 380 g,Confiserie
5639,Amino - Rosó? z?oty Nudle,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Amino - Golden broth Nudle,Other food items not elsewhere classified,Nudle Amino - Bouillon Doré,Autres produits alimentaires nca
10804,Uncle Ben's Ry? br?zowy Basmati wieloziarnisty 250 g,Ry?,Uncle Ben&#39;s Multigrain Basmati Brown Rice 250 g,Rice,Riz brun basmati multigrains Uncle Ben&#39;s 250 g,riz
