,Desc_P,Code_P,Desc_E,Code_E,Desc_F,Code_F
13011,Star Chrupki kukurydziane 120 g,Pozosta?e wyroby piekarskie,Star Corn Crisps 120 g,Other bakery products,Chips de maïs étoilées 120 g,Autres produits de boulangerie
16252,Red Bull Napój energetyczny 4 x 250 ml,Napoje orze?wiaj?ce,Red Bull Energy drink 4 x 250 ml,Refreshing drinks,Red Bull Energy drink 4 x 250 ml,Boissons rafraîchissantes
6674,Coca Cola - Zero Napój gazowany o smaku cola.,Napoje orze?wiaj?ce,Coca Cola - Zero Cola flavored carbonated drink.,Refreshing drinks,Coca Cola - boisson gazeuse aromatisée au Zero Cola.,Boissons rafraîchissantes
12848,Wawel Krówkowy Baton z nadzieniem karmelowym 48 g,Czekolada,Wawel Fudge Baton with caramel filling 48 g,Chocolate,Wawel Fudge Baton fourré au caramel 48 g,chocolat
11015,  Czosnek granulowany 25 g,"Sól, przyprawy korzenne i zio?a kulinarne",Garlic granulated 25 g,"Salt, spices and culinary herbs",Ail granulé 25 g,"Sel, épices et herbes culinaires"
10839,Lubella P?atki ?ytnie 500 g,P?atki ?niadaniowe,Lubella Rye flakes 500 g,Breakfast cereals,Lubella Rye flocons 500 g,Céréales de petit déjeuner
3643,Pier? pieczona z zio?ami i pomidorami Drobimex,W?dliny,Roast breast with herbs and tomatoes Drobimex,meats,Poitrine rôtie aux herbes et tomates Drobimex,viandes
7286,Garcia Baquero - deska serów hiszpa?skich,Sery i twarogi,Garcia Baquero - a board of Spanish cheeses,Cheese and curd,Garcia Baquero - une planche de fromages espagnols,Fromage et caillé
7784,Humana - Mus jab?ko-brzoskwinia-mango po 8 miesi?cu,?ywno?? dla dzieci,Humana - Apple-peach-mango mousse after 8 months,Food for children,Humana - Mousse pomme-pêche-mangue après 8 mois,Nourriture pour les enfants
6285,Ben & Jerry's - Cookie Dough lody waniliowe z kawa?kami ciastek z ... i kawa?kami czekolady,Lody,Ben &amp; Jerry&#39;s - Cookie Dough vanilla ice cream with pieces of cookies with ... and pieces of chocolate,Ice cream,Ben &amp; Jerry&#39;s - Cookie Dough glace vanille avec des morceaux de biscuits avec ... et des morceaux de chocolat,crème glacée
13536,Morliny Szynka 155 g,W?dliny,Morliny Ham 155 g,meats,Jambon Morliny 155 g,viandes
15521,Nescafé Dolce Gusto Lungo Kawa w kapsu?kach 210 g (30 sztuk),Kawa,Nescafé Dolce Gusto Lungo Coffee capsules 210 g (30 pieces),Coffee,Nescafé Dolce Gusto Lungo Capsules de café 210 g (30 pièces),café
8519,Loyd Tea - Yerba mate piramidki herbata  mi?towo-cytrynowa,Herbata,Loyd Tea - Yerba Mate Pyramid Mint Lemon Tea,Tea,Loyd Tea - Thé au citron et à la menthe Pyramid Mate Pyramid,thé
17003,Tarczy?ski smalec kanapkowy,Pozosta?e t?uszcze zwierz?ce,Tarczynski lard sandwich,Other animal fats,Sandwich au saindoux de Tarczynski,Autres graisses animales
10067,Trolli - Kiss ?elki oi smaku owocowym,Wyroby cukiernicze,Trolls - Kiss jelly beans with fruit flavor,Confectionery,Trolls - Kiss jelly beans à la saveur de fruits,Confiserie
14586,Danone Activia Jogurt siemi? lniane jagoda 290 g,Jogurt,Danone Activia Yogurt linseed berry blueberry 290 g,Yoghurt,Danone Activia Yaourt aux baies de lin et aux bleuets 290 g,yaourt
2067,Knedle z truskawkami/450g ,Gotowe dania,Dumplings with strawberries / 450g,Prepared dishes,Dumplings aux fraises / 450g,Plats cuisinés
16856,"Karczek z jelenia bez ko?ci, ?wie?y",Pozosta?e mi?sa,Fresh boneless neck of a deer neck,Other meat,Cou de biche frais et désossé,Autres viandes
1482,Jaja z chowu klatkowego L   i  ,Jaja,Cage eggs L and,eggs,Œufs en cage L et,œufs
5126,?mietana polska 12% ,Pozosta?e produkty mleczne,Polish cream 12%,Other dairy products,Crème Polonaise 12%,Autres produits laitiers
4848,Sos ?owicz bolo?ski,"Sosy, przyprawy",?owicz Bolognese sauce,"Sauces, spices",?owicz sauce bolognaise,"Sauces, Epices"
7634,HiPP - Obiadek Zupka Roso?ek z kurczakiem i kasz? mann?,?ywno?? dla dzieci,HiPP - Dinner Soup Broth with chicken and semolina,Food for children,HiPP - Bouillon de soupe soupe au poulet et à la semoule,Nourriture pour les enfants
158,Baton Pawe?ek ?mietankowy,Wyroby cukiernicze,Pawe?ek cream bar,Confectionery,Crème Pawe?ek,Confiserie
6389,Bobovita - Deser jab?ko i gruszka,?ywno?? dla dzieci,Bobovita - Apple and pear dessert,Food for children,Bobovita - Dessert Pomme et Poire,Nourriture pour les enfants
8895,Morliny - Pol?dwica Sopocka plastry,W?dliny,Morliny - Sopocka loin slices,meats,Morliny - Tranches De Sopocka,viandes
5407,Zaj?c Lindt Gold Bunny ,Czekolada,Lindt Gold Bunny,Chocolate,Lindt Gold Bunny,chocolat
2643,M?ka mehl bezglutenowa do wypieku ciast ,M?ka i pozosta?e zbo?a,Gluten-free flour for baking cakes,Flour and other cereals,Farine sans gluten pour la cuisson de gâteaux,Farine et autres céréales
1746,Kaszka Nestle mleczno-ry?owa z morelami ,?ywno?? dla dzieci,Nestle milk-rice porridge with apricots,Food for children,Bouillie de riz au lait et aux abricots,Nourriture pour les enfants
405,Chorizo Tunel z papryk? Zimbo ,W?dliny,Chorizo Tunnel with Zimbo peppers,meats,Tunnel de chorizo aux poivrons Zimbo,viandes
5306,Wafle Wawel kakaowe bez cukru ,Pozosta?e wyroby piekarskie,Wawel cocoa without sugar,Other bakery products,Wawel cacao sans sucre,Autres produits de boulangerie
3955,Przyprawa KotanyiI wanilia w laskach ,"Sól, przyprawy korzenne i zio?a kulinarne",KotanyiI spice vanilla sticks,"Salt, spices and culinary herbs",KotanyiI bâtonnets d&#39;épice à la vanille,"Sel, épices et herbes culinaires"
12883,Airwaves Cool Cassis Guma do ?ucia bez cukru 14 g (10 dra?etek),Wyroby cukiernicze,Airwaves Cool Cassis chewing gum without sugar 14 g (10 dragees),Confectionery,Airwaves Cool Gomme à mâcher Cassis sans sucre 14 g (10 dragées),Confiserie
13668,Morliny Boczek w?dzony parzony 150 g,W?dliny,Morliny smoked bacon steamed 150 g,meats,Lard fumé à la vapeur de Morliny 150 g,viandes
11697,Rolnik Ogórki z chilli 650 g,Warzywa suszone i pozosta?e przetwory warzywne,Rolnik Cucumbers with chilli 650 g,Dried vegetables and other vegetable preserves,Concombres Rolnik au piment 650 g,Légumes secs et autres préparations à base de légumes
13777,Lisner Opiekane filety ?ledziowe Premium w zalewie octowej 700 g,Pozosta?e przetwory z ryb i owoców morza,Lisner Toasted Premium herring fillets in vinegar marinade 700 g,Other preparations of fish and seafood,Filets de hareng grillé Lisner toasté au vinaigre 700 g,Autres préparations de poisson et de fruits de mer
15104,Planta Delikatny t?uszcz ro?linny do sma?enia 200 g,Margaryna i inne t?uszcze ro?linne,Planta Delicate vegetable fat for frying 200 g,Margarine and other vegetable fats,Planta Graisse végétale délicate à frire 200 g,Margarine et autres graisses végétales
15068,Ose?ka Mas?o ekstra 300 g,Mas?o,Sharpening butter Extra 300 g,Butter,Beurre d&#39;affûtage extra 300 g,beurre
16647,Runopol Podgrzybek brunatny suszony krajanka 40 g,Warzywa suszone i pozosta?e przetwory warzywne,Runopol Brown bolete dried slices 40 g,Dried vegetables and other vegetable preserves,Runopol Brown bolete tranches séchées 40 g,Légumes secs et autres préparations à base de légumes
12046,Knorr Rosó? wo?owy 180 g (18 kostek),"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Knorr Beef broth 180 g (18 cubes),Other food items not elsewhere classified,Bouillon de bœuf Knorr 180 g (18 cubes),Autres produits alimentaires nca
2792,Mleczko kokosowe Blue Dragon,Pozosta?e produkty mleczne,Blue Dragon coconut milk,Other dairy products,Lait de coco Blue Dragon,Autres produits laitiers
3171,Oblaty klasyczne light ,Pozosta?e wyroby piekarskie,Classic light oblates,Other bakery products,Oblates légères classiques,Autres produits de boulangerie
12474,Delecta Owocowy kubek Kids Kisiel marchew-pomara?cza 31 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Delecta Fruit mug Kids Jelly carrot-orange 31 g,Other food items not elsewhere classified,Mug à fruits Delecta Kids Jelly carotte-orange 31 g,Autres produits alimentaires nca
1080,Filety z makreli w sosie pomidorowym King Oscar ,Pozosta?e przetwory z ryb i owoców morza,Mackerel fillets in King Oscar tomato sauce,Other preparations of fish and seafood,Filets de maquereaux à la sauce tomate King Oscar,Autres préparations de poisson et de fruits de mer
11072,Prymat Pieprz czarny grubo mielony 15 g,"Sól, przyprawy korzenne i zio?a kulinarne",Prymat Coarsely ground black pepper 15 g,"Salt, spices and culinary herbs",Prymat Poivre noir grossièrement moulu 15 g,"Sel, épices et herbes culinaires"
813,Danie Pudliszki Fasola w Sosie pomidorowym,Gotowe dania,Pudliszki Beans in Tomato Sauce,Prepared dishes,Haricots Pudliszki à la Tomate,Plats cuisinés
9534,Prymat - Majeranek otarty,"Sól, przyprawy korzenne i zio?a kulinarne",Primacy - rubbed marjoram,"Salt, spices and culinary herbs",Primacy - marjolaine frottée,"Sel, épices et herbes culinaires"
4143,Sa?ata rzymska ,Warzywa ?wie?e lub ch?odzone inne ni? ziemniaki lub pozosta?e warzywa bulwiaste,Roman salad,"Fresh or chilled vegetables, other than potatoes or other tuber vegetables",Laitue romaine,Légumes frais ou réfrigérés autres que les pommes de terre ou autres tubercules
10864,Kupiec Co? na z?b Owsianka z jab?kiem i bananem 50 g,P?atki ?niadaniowe,Kupiec Something to eat Oatmeal with apple and banana 50 g,Breakfast cereals,Kupiec Quelque chose à manger Gruau à la pomme et à la banane 50 g,Céréales de petit déjeuner
4562,Serek puszysty ?aciaty z cebul? i szczypiorkiem ,Sery i twarogi,Puffy cheese with onion and chives,Cheese and curd,Puffy cheese à l&#39;oignon et à la ciboulette,Fromage et caillé
5816,  - Kawa ziarnista espresso,Kawa,#NAME?,Coffee,#NAME?,café
9810,Semco - Olej Wielkopolski lniany,Pozosta?e oleje jadalne,Semco - Linseed oil from Greater Poland,Other edible oils,Semco - Huile de lin de Grande Pologne,Autres huiles comestibles
15505,Tchibo Cafissimo For Black´n White Kawa mielona w kapsu?kach 75 g (10 sztuk),Kawa,Tchibo Cafissimo For Black´n White Ground coffee capsules 75 g (10 pieces),Coffee,Tchibo Cafissimo For Black´n White Capsules de café moulu 75 g (10 pièces),café
10610,Lubella Pe?ne Ziarno Tagliatelle Makaron Gniazda wst??ki 400 g,Makarony i produkty makaronowe,Lubella Whole Grain Tagliatelle Pasta Ribbon nests 400 g,Pasta and pasta products,Tagliatelle aux grains entiers Lubella nid de ruban de pâtes 400 g,Pâtes et macaronis
3674,  i   olej ostropestowy ,Pozosta?e oleje jadalne,and milk thistle oil,Other edible oils,et huile de chardon-Marie,Autres huiles comestibles
1205,Granola ekologiczna morwa bia?a kardamon ,P?atki ?niadaniowe,Organic granola mulberry white cardamom,Breakfast cereals,Cardamome blanche de mûrier bio,Céréales de petit déjeuner
6623,Cheetos - Ketchup chrupki kukurydziane o smaku ketchupowym,Pozosta?e wyroby piekarskie,Cheetos - Ketchup corn crisps with ketchup flavor,Other bakery products,Cheetos - Chips de maïs au ketchup à la saveur de ketchup,Autres produits de boulangerie
6794,Dan Cake - Mini mufinki czekoladowe,Pozosta?e wyroby piekarskie,Dan Cake - Mini chocolate muffins,Other bakery products,Dan Cake - Mini muffins au chocolat,Autres produits de boulangerie
17090,DARY NATURY topinambur kiszony,Pozosta?e warzywa bulwiaste i przetwory z warzyw bulwiastych,NATURE GIFTS pickled Jerusalem artichoke,Other tuber vegetables and preparations of tuber vegetables,NATURE CADEAUX marinés à l&#39;artichaut de Jérusalem,Autres légumes à légumes et préparations à base de légumes à tubercules
14442,Bakoma 7 zbó? men Jogurt z brzoskwini? gruszk? i ziarnami zbó? 300 g,Jogurt,Bakoma 7 cereals men Yogurt with peach pear and cereal grains 300 g,Yoghurt,Bakoma 7 céréales hommes Yaourt à la poire de pêche et grains de céréales 300 g,yaourt
13115,  Pestki dyni solone 70 g,Owoce suszone i orzechy,Salted pumpkin seeds 70 g,Dried fruits and nuts,Graines de citrouille salées 70 g,Fruits secs et noix
14842,Chavroux Serek twarogowy z mleka koziego 150 g,Sery i twarogi,Chavroux Cottage cheese from goat milk 150 g,Cheese and curd,Chavroux Fromage Cottage au lait de chèvre 150 g,Fromage et caillé
2235,"Lipton Ice Tea Peach 0,5l ",Napoje orze?wiaj?ce,Lipton Ice Tea Peach 0.5l,Refreshing drinks,Lipton Ice Tea Pêche 0.5l,Boissons rafraîchissantes
14604,Müller Müllermilch Protein Napój mleczny o smaku czekoladowo-bananowym 400 g,Jogurt,Müller Müllermilch Protein Milk drink with chocolate and banana flavor 400 g,Yoghurt,Müller Müllermilch Protein Boisson lactée au goût de chocolat et de banane 400 g,yaourt
10308,Winiary - ?urek razowy,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Winiary - Wholemeal soup,Other food items not elsewhere classified,Winiary - Soupe Complète,Autres produits alimentaires nca
5168,Torcik piernikowy kakaowo-orzechowy ,Pozosta?e wyroby piekarskie,Cocoa-nut gingerbread cake,Other bakery products,Gâteau au pain d&#39;épices au cacao,Autres produits de boulangerie
2504,Makaron Pasta Reggia Pióro ,Makarony i produkty makaronowe,Pasta Reggia Feather,Pasta and pasta products,Pâtes Reggia Plume,Pâtes et macaronis
2165,Krem sezamowy o smaku waniliowym jasmeen ,Wyroby cukiernicze,Sesame vanilla cream jasmeen,Confectionery,Crème de sésame à la vanille jasmeen,Confiserie
509,Ciastka Pieguski z czekolad? i rodzynkami,Pozosta?e wyroby piekarskie,Pieguski cookies with chocolate and raisins,Other bakery products,Pieguski cookies au chocolat et raisins secs,Autres produits de boulangerie
2615,Mas?o Polskie czosnkowe ,Mas?o,Polish garlic butter,Butter,Beurre à l&#39;ail polonais,beurre
14609,  Jogurt czere?niowy 150 g,Jogurt,Cherry yogurt 150 g,Yoghurt,Yaourt à la cerise 150 g,yaourt
11702,Dawtona Sa?atka jarzynowa 570 g,Warzywa suszone i pozosta?e przetwory warzywne,Dawton&#39;s Vegetable Salad 570 g,Dried vegetables and other vegetable preserves,Salade de légumes de Dawton 570 g,Légumes secs et autres préparations à base de légumes
2847,Mleko NAN Pro 3 ,Mleko zag?szczone i w proszku,NAN Pro 3 milk,Powdered and powdered milk,NAN Pro 3 lait,Lait condensé et en poudre
4598,Serek Wiejski lekki rodzinny ,Sery i twarogi,Light family cottage cheese,Cheese and curd,Fromage cottage léger,Fromage et caillé
2942,Napoj niegazowany zielona herbata soti ,Napoje orze?wiaj?ce,Still drink soti green tea,Refreshing drinks,Buvez encore du thé vert soti,Boissons rafraîchissantes
9608,"ROKO - Napój niegazowany, pomara?czowo-cytrynowy",Soki owocowe i warzywne,"ROKO - Still drink, orange and lemon",Fruit and vegetable juices,"ROKO - Boisson tranquille, orange et citron",Jus de fruits et de légumes
2916,Musztarda Kamis Chrzanowa ,"Sosy, przyprawy",Kamis Chrzanów mustard,"Sauces, spices",Moutarde Kamis Chrzanów,"Sauces, Epices"
3713,"P?atki fital truskawka, malina, wi?nia ",P?atki ?niadaniowe,"Fital flakes strawberry, raspberry, cherry",Breakfast cereals,"Fital flakes fraise, framboise, cerise",Céréales de petit déjeuner
1692,Kasza gryczana burak jarmu? ,Gotowe dania,Buckwheat beet kale,Prepared dishes,"Sarrasin, betterave, chou frisé",Plats cuisinés
12609,Grze?ki Mega Kakaowe Wafel przek?adany kremem kakaowym 34 g,Pozosta?e wyroby piekarskie,Grze?ki Mega Cocoa Wafer layered with cocoa cream 34 g,Other bakery products,Grze?ki Mega Cocoa Wafer en couches avec de la crème de cacao 34 g,Autres produits de boulangerie
15348,Lipton Yellow Label Herbata czarna granulowana 100 g,Herbata,Lipton Yellow Label Black granulated tea 100 g,Tea,Lipton Yellow Label Thé noir en grains 100 g,thé
12469,  Finest Holenderskie kakao 75 g,Kakao i czekolada w proszku,Finest Dutch Cocoa 75 g,Cocoa and chocolate powder,Meilleur cacao hollandais 75 g,Cacao et chocolat en poudre
11648,Dega Paprykarz szczeci?ski 135 g,Warzywa suszone i pozosta?e przetwory warzywne,Dega Szczecin Paprika 135 g,Dried vegetables and other vegetable preserves,Dega Szczecin Paprika 135 g,Légumes secs et autres préparations à base de légumes
3783,Pomidory koktajlowe Mutti ,Warzywa suszone i pozosta?e przetwory warzywne,Mutti cherry tomatoes,Dried vegetables and other vegetable preserves,Tomates cerises Mutti,Légumes secs et autres préparations à base de légumes
13976,Hortex Mieszanka meksyka?ska 450 g,Warzywa mro?one inne ni? ziemniaki lub pozosta?e warzywa bulwiaste,Hortex Mexican Mix 450 g,"Frozen vegetables, other than potatoes or other tuber vegetables",Mélange mexicain Hortex 450 g,Légumes congelés autres que les pommes de terre ou autres tubercules
535,Cieciorka gatowana na parze Bonduelle,Warzywa suszone i pozosta?e przetwory warzywne,Chickpeas steamed Bonduelle,Dried vegetables and other vegetable preserves,Bonduelle aux pois chiches,Légumes secs et autres préparations à base de légumes
12497,Alpen Gold Nussbeisser Czekolada mleczna z ca?ymi orzechami laskowymi 100 g,Czekolada,Alpen Gold Nussbeisser Milk chocolate with whole hazelnuts 100 g,Chocolate,Alpen Gold Nussbeisser Chocolat au lait avec noisettes entières 100 g,chocolat
14900,Sery z Goliszewa Ser Mimmolle 135 g,Sery i twarogi,Goliszew cheeses Mimmolle cheese 135 g,Cheese and curd,Fromages Goliszew Fromage Mimmolle 135 g,Fromage et caillé
15487,Jacobs Crema Kawa rozpuszczalna 200 g,Kawa,Jacobs Crema Instant coffee 200 g,Coffee,Jacobs Crema Café instantané 200 g,café
3378,Otr?by owsiane ,P?atki ?niadaniowe,Oat bran,Breakfast cereals,Son d&#39;avoine,Céréales de petit déjeuner
16907,Batom tapioka (skrobia z manioku) Per?y 350g,Pozosta?e produkty zbo?owe,Tapioca batom (cassava starch) Pearls 350g,Other cereal products,Tapioca batom (amidon de manioc) Perles 350g,Autres produits céréaliers
13647,Morliny Boczek carski,W?dliny,Tsarina bacon morliny,meats,Moraine de bacon tsarine,viandes
6113,Auga - Zupa Barszcz Czerwony ekologiczna,Gotowe dania,Auga - Organic Borscht Soup,Prepared dishes,Auga - Soupe Bortsch Biologique,Plats cuisinés
16516,Seler korze?,Warzywa ?wie?e lub ch?odzone inne ni? ziemniaki lub pozosta?e warzywa bulwiaste,Celery root,"Fresh or chilled vegetables, other than potatoes or other tuber vegetables",Céleri-rave,Légumes frais ou réfrigérés autres que les pommes de terre ou autres tubercules
2016,Kie?ki pszenicy ,Warzywa ?wie?e lub ch?odzone inne ni? ziemniaki lub pozosta?e warzywa bulwiaste,Wheat Germ,"Fresh or chilled vegetables, other than potatoes or other tuber vegetables",Germe de blé,Légumes frais ou réfrigérés autres que les pommes de terre ou autres tubercules
15789,  Sok pomara?czowy 1 l,Soki owocowe i warzywne,Orange juice 1 l,Fruit and vegetable juices,Jus d&#39;orange 1 l,Jus de fruits et de légumes
8277,"Kubu? - Sok marchew, brzoskwinia i jab?ko",Soki owocowe i warzywne,"Kubu? - Carrot, peach and apple juice",Fruit and vegetable juices,"Kubu? - Jus de carotte, de pêche et de pomme",Jus de fruits et de légumes
7679,Hochland - Ser tyl?ycki bez laktozy,Sery i twarogi,Hochland - Tilsitta cheese without lactose,Cheese and curd,Hochland - Fromage Tilsitta sans lactose,Fromage et caillé
10979,Costa d'Oro l'Integrale Niefiltrowana oliwa z oliwek 500 ml,Oliwa z oliwek,Costa d&#39;Oro l&#39;Integrale Unfiltered olive oil 500 ml,olive oil,Costa d&#39;Oro l&#39;Integrale Huile d&#39;olive non filtrée 500 ml,Huile d&#39;olive
3175,Ocet Develey winny balsamiczny,"Sosy, przyprawy",Develey vinegar balsamic,"Sauces, spices",Develey vinaigre balsamique,"Sauces, Epices"
9172,Oskroba - Chleb ?ytni razowy z musli,Pieczywo,Oskroba - Wholemeal rye bread with muesli,Bread,Oskroba - Pain de seigle complet au muesli,pain
4010,Pumpernikiel klasyczny Schulstad ,Pozosta?e wyroby piekarskie,Classic Schulstad pumpernickel,Other bakery products,Schulstad classique pumpernickel,Autres produits de boulangerie
13726,Morliny Kie?basa podwawelska 780 g,W?dliny,Morliny Wawel sausage 780 g,meats,Saucisse Morliny Wawel 780 g,viandes
10894,Nestlé Cini Minis CrazyCrush P?atki ?niadaniowe 350 g,P?atki ?niadaniowe,Nestlé Cini Minis CrazyCrush Breakfast cereal 350 g,Breakfast cereals,Nestlé Cini Minis CrazyCrush Céréales pour petit-déjeuner 350 g,Céréales de petit déjeuner
16679,Bakalland Orzechy laskowe blanszowane pra?one 90 g,Owoce suszone i orzechy,Bakalland Roasted blanched hazelnuts 90 g,Dried fruits and nuts,Noisettes Blanches Grillées Bakalland 90 g,Fruits secs et noix
3699,P?atki Cheerios Miodowe Nestlé,P?atki ?niadaniowe,Nestlé Cheerios Honey Flakes,Breakfast cereals,Nestlé Cheerios Honey Flakes,Céréales de petit déjeuner
15240,Dilmah Premium Tea Klasyczna czarna herbata 100 g,Herbata,Dilmah Premium Tea Classic black tea 100 g,Tea,Dilmah Premium Tea Thé noir classique 100 g,thé
1006,Fasolka Bonduelle szparagowa zielona,Warzywa suszone i pozosta?e przetwory warzywne,Green Bonduelle Beans,Dried vegetables and other vegetable preserves,Haricots verts Bonduelle,Légumes secs et autres préparations à base de légumes
6348,Biosaurus - Ekologiczne pieczone chrupki kukurydziane o smaku ... bezglutenowe,Pozosta?e wyroby piekarskie,Biosaurus - Organic baked corn crunch flavored ... gluten-free,Other bakery products,Biosaurus - Croquant de maïs biologique cuit au four aromatisé ... sans gluten,Autres produits de boulangerie
3892,Przyprawa Kamis do da? z ziemniaków ,"Sól, przyprawy korzenne i zio?a kulinarne",Kamis spice for potato dishes,"Salt, spices and culinary herbs",Kamis épice pour les plats de pommes de terre,"Sel, épices et herbes culinaires"
15382,TET Lord Grey Herbata czarna 50 g (25 torebek),Herbata,TET Lord Gray Black Tea 50 g (25 bags),Tea,TET Lord Grey Thé noir 50 g (25 sachets),thé
14949,Ser pó?twardy z niebiesk? ple?ni? 100 g,Sery i twarogi,Semi-hard cheese with blue mold 100 g,Cheese and curd,Fromage à pâte mi-dure avec moule bleu 100 g,Fromage et caillé
2223,Len mielony o smaku wi?niowym ,Owoce suszone i orzechy,Ground flax with cherry flavor,Dried fruits and nuts,Lin moulu au goût de cerise,Fruits secs et noix
10162,Valio - Mas?o klasyczne niesolone,Mas?o,Valio - Classic unsalted butter,Butter,Valio - Beurre classique sans sel,beurre
6124,Babcia Jagoda - Herbata Loyd Tea malina 20 szt,Herbata,Grandma Jagoda - Loyd Tea raspberry 20 pcs,Tea,Grandma Jagoda - Loyd Tea framboise 20 pcs,thé
4093,Ry? Ja?minowy Kupiec ,Ry?,Jasmine Rice Merchant,Rice,Marchand de riz au jasmin,riz
9578,Pudliszki - Groszek konserwowy,Warzywa suszone i pozosta?e przetwory warzywne,Pudliszki - Canned peas,Dried vegetables and other vegetable preserves,Pudliszki - Pois en conserve,Légumes secs et autres préparations à base de légumes
3390,Owsianka Truskawkowa Mlekovita,Pozosta?e produkty mleczne,Mlekovita Strawberry Porridge,Other dairy products,Bouillie de fraises Mlekovita,Autres produits laitiers
13125,Lay's Chipsy ziemniaczane o smaku zielonej cebulki 215 g,Chipsy,Lay&#39;s Potato chips with a green onion flavor 215 g,Chips,Chips de pommes de terre au goût d&#39;oignon vert 215 g,chips
7953,KK Polska - Makaron b?yskawiczny,Makarony i produkty makaronowe,KK Poland - Instant noodles,Pasta and pasta products,KK Pologne - nouilles instantanées,Pâtes et macaronis
16967,O?miornica gotowana Tako 20 plastrów mro?ona,Owoce morza mro?one,Cooked octopus Tako 20 slices frozen,Frozen seafood,Poulpe cuit Tako 20 tranches congelées,Fruits de mer congelés
12318,Gellwe S?odki Kubek Kisiel z kawa?kami owoców truskawka 30 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Gellwe Sweet Mug Jelly with pieces of fruit strawberry 30 g,Other food items not elsewhere classified,Gellwe Sweet Mug Gelée avec des morceaux de fruits fraises 30 g,Autres produits alimentaires nca
13194,Karkówka wieprzowa bez ko?ci,Mi?so wieprzowe,Boneless pork neck,Pork meat,Cou de porc désossé,Viande de porc
8315,"Kupiec - Ry? risotto arborio, w torebkach",Ry?,"Merchant - Rice risotto arborio, in bags",Rice,Marchand - Risotto Arborio au riz,riz
8711,Melon - Cantaloupe waga oko?o 1 kg,Owoce ?wie?e lub ch?odzone,Melon - Cantaloupe weight about 1 kg,Fresh or chilled fruits,Melon - poids de cantaloup environ 1 kg,Fruits frais ou réfrigérés
5264,Wafelki Grze?ki mega kakaowy w czekoladzie mlecznej ,Pozosta?e wyroby piekarskie,Grze?ki mega cocoa wafers in milk chocolate,Other bakery products,Gaufrettes de méga cacao Grze?ki au chocolat au lait,Autres produits de boulangerie
6455,Bogutti - Ciastka owsiane z ?urawin? i czekolad?,Pozosta?e wyroby piekarskie,Bogutti - Oatmeal cookies with cranberry and chocolate,Other bakery products,Bogutti - Biscuits à l&#39;avoine avec canneberges et chocolat,Autres produits de boulangerie
5971,  - Powid?a ?liwkowe,"D?emy, marmolady i miód",#NAME?,"Jams, marmalades and honey",#NAME?,"Confitures, marmelades et miel"
4198,Sardynki king oscar w sosie pomidorowym ,Pozosta?e przetwory z ryb i owoców morza,King oscar sardines in tomato sauce,Other preparations of fish and seafood,Sardines King oscar à la sauce tomate,Autres préparations de poisson et de fruits de mer
11243,Knorr Sos sa?atkowy grecki 9 g,"Sosy, przyprawy",Knorr Greek Salad Dressing 9 g,"Sauces, spices",Knorr Vinaigrette Grecque 9 g,"Sauces, Epices"
1108,Flaczki wo?owe po zamojsku ,Pozosta?e przetwory mi?sne,Beef tripe in Zamo??,Other meat preparations,Tripes de boeuf à Zamo??,Autres préparations de viande
1405,Herbatka saga owocowa malina ,Herbata,Raspberry fruit tea saga,Tea,Saga du thé aux fruits et aux framboises,thé
6503,Bracia Koral - Lody jak dawniej bakaliowe,Lody,Bracia Koral - Ice cream as formerly dried fruit and nuts,Ice cream,Bracia Koral - Glace comme autrefois fruits secs et noix,crème glacée
16236,"Oshee Zero Napój niegazowany o smaku wieloowocowym 0,75 l",Napoje orze?wiaj?ce,Oshee Zero Non-carbonated drink with multi-fruit flavor 0.75 l,Refreshing drinks,"Oshee Zero Boisson non gazeuse à la saveur de fruits multiples 0,75 l",Boissons rafraîchissantes
4588,Serek Twój Smak puszysty ze szczypiorkiem,Sery i twarogi,Cream cheese. Fluffy flavor with chives,Cheese and curd,"Fromage à la crème, arôme moelleux à la ciboulette",Fromage et caillé
14817,NaTurek Islos Ser sa?atkowy zio?owy 180 g,Sery i twarogi,NaTurek Islos Herbal salad cheese 180 g,Cheese and curd,NaTurek Islos Fromage Salade Aux Herbes 180 g,Fromage et caillé
4278,Ser Gorgonzola Biraghi ,Sery i twarogi,Gorgonzola Biraghi cheese,Cheese and curd,Gorgonzola Biraghi,Fromage et caillé
1404,Herbatka owocowa ,Herbata,Fruit Tea,Tea,Thé aux fruits,thé
12210,?owicz D?em 100% z owoców extra g?adki truskawka 235 g,"D?emy, marmolady i miód","?owicz Jam 100% fruit, extra smooth strawberry 235 g","Jams, marmalades and honey","?owicz Jam 100% fruits, extra lisse fraise 235 g","Confitures, marmelades et miel"
6781,D'aucy - Nicea-mieszanka warzyw na patelni? z przypraw? pro...,Gotowe dania,D&#39;aucy - Nice mix of vegetables for the pan with spice pro ...,Prepared dishes,D&#39;aucy - Joli mélange de légumes pour la casserole avec épices ...,Plats cuisinés
